# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 20 06:02:50 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
EPIC 206042996 b,EPIC 206042996,1,Transit,5.29711000,,1.620,3.26000,,,4055.00,0.67,0.56,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000
EPIC 206215704 b,EPIC 206215704,1,Transit,2.25372000,,0.900,0.66600,,,3467.00,0.37,0.41,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000
EPIC 206317286 b,EPIC 206317286,1,Transit,1.58252000,,0.960,0.84000,,,4864.00,0.67,0.71,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000
EPIC 211822797 b,EPIC 211822797,1,Transit,21.16986100,0.131000,1.980,4.58000,3.50,,4148.21,0.57,0.66,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211945201 b,EPIC 211945201,1,Transit,19.49221000,0.149300,5.760,27.00000,,817,6069.00,1.39,1.17,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 212297394 b,EPIC 212297394,1,Transit,2.28943000,,1.323,2.31000,,,4987.49,0.75,0.83,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212424622 b,EPIC 212424622,1,Transit,18.09830000,,2.170,5.35000,,,5782.33,1.22,1.11,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.8040000
EPIC 212499991 b,EPIC 212499991,1,Transit,34.88500000,,1.600,3.19000,,,4982.79,0.76,0.91,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749,283.2900000
EPIC 212587672 b,EPIC 212587672,1,Transit,15.28410000,,1.120,1.46000,,,5864.75,0.98,0.95,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212737443 b,EPIC 212737443,1,Transit,13.60300000,0.098000,2.586,7.20000,,536,4684.00,0.67,0.69,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000
EPIC 212737443 c,EPIC 212737443,1,Transit,65.55000000,0.280000,2.690,7.70000,,316,4684.00,0.67,0.69,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000
EPIC 220554210 c,K2-282,1,Transit,0.70531000,,1.480,2.79000,,,5523.00,1.01,0.94,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.2890000
EPIC 220674823 b,EPIC 220674823,1,Transit,0.57133100,0.013400,1.820,7.72000,4293.00,2119,5617.00,0.98,0.97,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 220674823 c,EPIC 220674823,1,Transit,13.33907900,0.109100,2.730,5.80000,64.00,741,5617.00,0.98,0.97,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 246851721 b,EPIC 246851721,2,Transit,6.18023500,0.072290,11.781,953.49000,642.00,1401,6202.00,1.59,1.32,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.6320000
EPIC 248847494 b,EPIC 248847494,1,Transit,3650.00000000,4.500000,12.442,4131.79000,0.19,183,4898.00,2.70,0.90,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,551.8860000
EPIC 249893012 b,EPIC 249893012,1,Transit,3.59510000,0.047000,1.950,8.75000,1037.00,1616,5430.00,1.71,1.05,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000
EPIC 249893012 c,EPIC 249893012,1,Transit,15.62400000,0.130000,3.670,14.67000,160.00,990,5430.00,1.71,1.05,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000
EPIC 249893012 d,EPIC 249893012,1,Transit,35.74700000,0.220000,3.940,10.18000,53.00,752,5430.00,1.71,1.05,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000
FU Tau b,FU Tau,1,Imaging,,800.000000,12.200,5085.28000,,2375,2838.00,,0.05,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711,133.4950466
G 9-40 b,G 9-40,1,Transit,5.74600700,0.038500,2.025,4.76000,7.20,456,3348.00,0.31,0.29,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276000
GJ 1061 b,GJ 1061,1,Radial Velocity,3.20400000,0.021000,1.100,1.37000,3.80,,2953.00,0.16,0.12,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800
GJ 1061 c,GJ 1061,1,Radial Velocity,6.68900000,0.035000,1.180,1.74000,1.40,,2953.00,0.16,0.12,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800
GJ 1061 d,GJ 1061,1,Radial Velocity,13.03100000,0.054000,1.160,1.64000,0.60,,2953.00,0.16,0.12,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800
GJ 1132 b,GJ 1132,1,Transit,1.62893100,0.015300,1.130,1.66000,,529,3270.00,0.21,0.18,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000
GJ 1132 c,GJ 1132,1,Radial Velocity,8.92900000,0.047600,1.430,2.64000,,300,3270.00,0.21,0.18,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000
GJ 1148 b,GJ 1148,1,Radial Velocity,41.38000000,0.166000,11.900,96.70000,,,3287.00,0.36,0.34,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000
GJ 1148 c,GJ 1148,1,Radial Velocity,532.58000000,0.912000,9.710,68.06000,,,3287.00,0.36,0.34,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000
GJ 1151 b,GJ 1151,1,Radial Velocity,2.01800000,0.017350,1.390,2.50000,,,3114.00,0.20,0.17,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.0362500
GJ 1214 b,GJ 1214,1,Transit,1.58040456,0.014110,2.847,6.26125,,547,3026.00,0.22,0.15,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427000
GJ 1252 b,GJ 1252,1,Transit,0.51823490,0.009160,1.193,2.09000,,1089,3458.00,0.39,0.38,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.3730000
GJ 1265 b,GJ 1265,1,Radial Velocity,3.65110000,0.026000,2.630,7.40000,,,3236.00,0.19,0.18,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,10.2525000
GJ 143 b,GJ 143,1,Transit,35.61253000,0.191500,2.610,22.70000,4.12,422,4640.00,0.69,0.73,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000
GJ 15 A b,GJ 15 A,2,Radial Velocity,11.44070000,0.072000,1.550,3.03000,,550,3607.00,0.38,0.38,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.5622800
GJ 15 A c,GJ 15 A,2,Radial Velocity,7600.00000000,5.400000,6.670,36.00000,,,3607.00,0.38,0.38,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.5622800
GJ 160.2 b,GJ 160.2,1,Radial Velocity,5.23540000,0.053000,3.170,10.20000,,,4347.00,0.66,0.69,04h06m34.90s,61.6454173,-20d51m23.30s,-20.8564724,25.8557000
GJ 163 b,GJ 163,1,Radial Velocity,8.63182000,0.060700,3.250,10.60000,,,3500.00,0.41,0.40,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000
GJ 163 c,GJ 163,1,Radial Velocity,25.63058000,0.125400,2.500,6.80000,,,3500.00,0.41,0.40,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000
GJ 163 d,GJ 163,1,Radial Velocity,603.95116000,1.030400,5.920,29.40000,,,3500.00,0.41,0.40,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000
GJ 179 b,GJ 179,1,Radial Velocity,2288.00000000,2.410000,13.900,260.61000,,,3370.00,0.38,0.36,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347,12.3560000
GJ 180 b,GJ 180,1,Radial Velocity,17.13300000,0.092000,2.430,6.49000,,,3371.00,0.41,0.43,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000
GJ 180 c,GJ 180,1,Radial Velocity,24.32900000,0.129000,2.410,6.40000,,,3371.00,0.41,0.43,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000
GJ 180 d,GJ 180,1,Radial Velocity,106.30000000,0.309000,2.660,7.56000,,,3811.50,0.41,0.43,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000
GJ 2056 b,GJ 2056,1,Radial Velocity,69.97100000,0.283000,4.170,16.20000,,,4069.95,0.71,0.62,07h12m04.68s,108.0194945,-24d53m31.56s,-24.8921008,28.4434000
GJ 229 A c,GJ 229,2,Radial Velocity,121.99500000,0.339000,2.600,7.26800,,,3912.54,0.46,0.58,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.7562400
GJ 229 b,GJ 229,2,Radial Velocity,526.11500000,0.898000,2.850,8.47800,,,3564.00,0.46,0.58,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.7562400
GJ 251 b,GJ 251,1,Radial Velocity,14.23800000,0.081800,1.830,4.00000,2.53,351,3451.00,0.36,0.36,06h54m48.06s,103.7002499,+33d15m59.27s,33.2664632,5.5805700
GJ 27.1 b,GJ 27.1,1,Radial Velocity,15.81900000,0.101000,3.660,13.00000,,,3542.00,0.52,0.53,00h39m59.52s,9.9980016,-44d15m15.00s,-44.2541679,23.6062000
GJ 273 b,GJ 273,1,Radial Velocity,18.64980000,0.091101,1.510,2.89000,1.06,,3382.00,0.29,0.29,07h27m24.50s,111.8520910,+05d13m32.91s,5.2258070,5.9215350
GJ 273 c,GJ 273,1,Radial Velocity,4.72340000,0.036467,1.060,1.18000,6.66,,3382.00,0.29,0.29,07h27m24.50s,111.8520910,+05d13m32.91s,5.2258070,5.9215350
GJ 3021 b,GJ 3021,2,Radial Velocity,133.71000000,0.490000,13.100,1071.04000,,350,5540.00,0.90,0.90,00h16m15.22s,4.0634323,-79d51m05.12s,-79.8514218,17.5559000
GJ 3082 b,GJ 3082,1,Radial Velocity,11.94900000,0.079000,2.790,8.20000,,,3910.00,0.47,0.47,01h14m34.38s,18.6432425,-53d56m26.79s,-53.9407751,16.6186000
GJ 3138 b,GJ 3138,1,Radial Velocity,1.22003000,0.019700,1.180,1.78000,118.10,,3717.00,0.50,0.68,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712000
GJ 3138 c,GJ 3138,1,Radial Velocity,5.97400000,0.057000,1.880,4.18000,13.90,,3717.00,0.50,0.68,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712000
GJ 3138 d,GJ 3138,1,Radial Velocity,257.80000000,0.698000,3.230,10.50000,0.10,,3717.00,0.50,0.68,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712000
GJ 317 b,GJ 317,1,Radial Velocity,695.66000000,1.151000,13.300,794.50000,,,3510.00,0.43,0.42,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090,15.1968000
GJ 317 c,GJ 317,1,Radial Velocity,6739.32300000,5.230000,13.500,522.50000,,,3510.00,0.43,0.42,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090,15.1968000
GJ 328 b,GJ 328,1,Radial Velocity,4100.00000000,4.500000,13.300,731.00000,,,3900.00,0.65,0.69,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011,20.5266000
GJ 3293 b,GJ 3293,1,Radial Velocity,30.59870000,0.143390,5.190,23.54000,1.07,,3466.00,0.40,0.42,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903000
GJ 3293 c,GJ 3293,1,Radial Velocity,122.61960000,0.361750,4.870,21.09000,0.17,,3466.00,0.40,0.42,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903000
GJ 3293 d,GJ 3293,1,Radial Velocity,48.13450000,0.193940,2.670,7.60000,0.59,,3466.00,0.40,0.42,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903000
GJ 3293 e,GJ 3293,1,Radial Velocity,13.25430000,0.082080,1.630,3.28000,3.34,,3466.00,0.40,0.42,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903000
GJ 3323 b,GJ 3323,1,Radial Velocity,5.36360000,0.032820,1.230,2.02000,2.58,,3159.00,0.12,0.16,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,5.3748400
GJ 3323 c,GJ 3323,1,Radial Velocity,40.54000000,0.126400,1.320,2.31000,0.17,,3159.00,0.12,0.16,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,5.3748400
GJ 3341 b,GJ 3341,1,Radial Velocity,14.20700000,0.089000,2.460,6.60000,,,3526.00,0.44,0.47,05h15m47.31s,78.9471415,-31d17m41.44s,-31.2948458,23.6190000
GJ 338 B b,GJ 338 B,2,Radial Velocity,24.45000000,0.141000,3.190,10.27000,,391,4005.00,0.58,0.64,09h14m22.00s,138.5916722,+52d41m00.68s,52.6835211,6.3325600
GJ 3470 b,GJ 3470,1,Radial Velocity,3.33664960,0.035500,4.570,13.90000,,594,3600.00,0.55,0.54,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090,29.4214000
GJ 3473 b,GJ 3473,2,Transit,1.19800350,0.015890,1.264,1.86000,59.40,773,3347.00,0.36,0.36,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644000
GJ 3473 c,GJ 3473,2,Radial Velocity,15.50900000,0.087600,2.630,7.41000,1.95,329,3347.00,0.36,0.36,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644000
GJ 3512 b,GJ 3512,1,Radial Velocity,203.59000000,0.338000,14.300,147.15529,,,3081.00,0.14,0.12,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.4863700
GJ 357 b,GJ 357,1,Transit,3.93072000,0.035000,1.217,1.84000,12.60,525,3505.00,0.34,0.34,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100
GJ 357 c,GJ 357,1,Radial Velocity,9.12470000,0.061000,1.660,3.40000,4.45,401,3505.00,0.34,0.34,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100
GJ 357 d,GJ 357,1,Radial Velocity,55.66100000,0.204000,2.340,6.10000,0.38,220,3505.00,0.34,0.34,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100
GJ 3634 b,GJ 3634,1,Radial Velocity,2.64561000,0.028700,2.830,8.40000,,,3517.00,0.43,0.45,10h58m34.40s,164.6433493,-31d08m39.62s,-31.1443383,20.3779000
GJ 3779 b,GJ 3779,1,Radial Velocity,3.02320000,0.026000,2.750,8.00000,,,3324.00,0.28,0.27,13h22m56.05s,200.7335358,+24d27m50.19s,24.4639425,13.7430000
GJ 3942 b,GJ 3942,1,Radial Velocity,6.90500000,0.060800,2.570,7.14000,,590,3867.00,0.61,0.63,16h09m03.49s,242.2645452,+52d56m38.92s,52.9441443,16.9287000
GJ 3998 b,GJ 3998,1,Radial Velocity,2.64977000,0.029000,1.380,2.47000,,,3722.00,0.49,0.50,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,18.1459000
GJ 3998 c,GJ 3998,1,Radial Velocity,13.74000000,0.089000,2.380,6.26000,,,3722.00,0.49,0.50,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,18.1459000
GJ 411 b,GJ 411,1,Radial Velocity,12.94600000,0.078900,1.450,2.69000,3.13,370,3601.00,0.39,0.39,11h03m20.27s,165.8344710,+35d58m20.34s,35.9723170,5.6757730
GJ 414 A b,GJ 414 A,2,Radial Velocity,50.80000000,0.232400,2.630,7.60000,,309,4120.00,0.68,0.65,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000
GJ 414 A c,GJ 414 A,2,Radial Velocity,749.83000000,1.400000,8.400,53.83000,,125,4120.00,0.68,0.65,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000
GJ 422 b,GJ 422,1,Radial Velocity,20.12900000,0.111000,3.330,11.07000,,,3323.00,0.37,0.35,11h15m55.45s,168.9810458,-57d32m33.23s,-57.5425629,12.6631000
GJ 4276 b,GJ 4276,1,Radial Velocity,13.35200000,0.082000,4.220,16.57000,,,3387.00,0.41,0.41,22h25m17.31s,336.3221454,+59d24m45.01s,59.4125030,21.3362000
GJ 433 b,GJ 433,1,Radial Velocity,7.37050000,0.062000,2.330,6.04300,,,3461.00,0.50,0.48,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600
GJ 433 c,GJ 433,1,Radial Velocity,5094.10500000,4.819000,6.270,32.42200,,,3472.00,0.47,0.48,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600
GJ 433 d,GJ 433,1,Radial Velocity,36.05900000,0.178000,2.140,5.22300,,,3461.00,0.47,0.48,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600
GJ 436 b,GJ 436,1,Radial Velocity,2.64388312,0.029100,4.170,22.10000,,686,3479.00,0.46,0.47,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,9.7532100
GJ 480 b,GJ 480,1,Radial Velocity,9.56700000,0.068000,3.690,13.20000,,,3381.00,0.46,0.45,12h38m51.22s,189.7134226,+11d41m42.25s,11.6950708,14.2358000
GJ 486 b,GJ 486,1,Radial Velocity,1.46711900,0.017340,1.305,2.82000,40.30,701,3340.00,0.33,0.32,12h47m55.57s,191.9815310,+09d44m57.91s,9.7494181,8.0742600
GJ 504 b,GJ 504,1,Imaging,,43.500000,13.000,1271.30000,,510,6234.00,1.26,1.22,13h16m46.16s,199.1923480,+09d25m29.92s,9.4249781,17.5299000
GJ 536 b,GJ 536,1,Radial Velocity,8.70760000,0.066610,2.170,5.36000,,,3685.00,0.50,0.52,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,10.4092000
GJ 581 b,GJ 581,1,Radial Velocity,5.36860000,0.040610,4.110,15.80000,,,3396.00,0.33,0.31,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981000
GJ 581 c,GJ 581,1,Radial Velocity,12.91400000,0.072100,2.210,5.50000,,,3396.00,0.33,0.31,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981000
GJ 581 e,GJ 581,1,Radial Velocity,3.14900000,0.028150,1.170,1.70000,,,3396.00,0.33,0.31,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981000
GJ 625 b,GJ 625,1,Radial Velocity,14.62800000,0.078361,1.490,2.82000,,,3499.00,0.31,0.30,16h25m25.39s,246.3557854,+54d18m12.10s,54.3033625,6.4724900
GJ 649 b,GJ 649,1,Radial Velocity,598.30000000,1.135000,12.500,104.24400,,,3700.00,0.46,0.54,16h58m08.72s,254.5363221,+25d44m31.10s,25.7419719,10.3796000
GJ 667 C b,GJ 667 C,3,Radial Velocity,7.20040000,0.050500,2.230,5.60000,,,3350.00,,0.33,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600
GJ 667 C c,GJ 667 C,3,Radial Velocity,28.14000000,0.125000,1.770,3.80000,,,3350.00,,0.33,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600
GJ 667 C e,GJ 667 C,3,Radial Velocity,62.24000000,0.213000,1.450,2.70000,,,3350.00,,0.33,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600
GJ 667 C f,GJ 667 C,3,Radial Velocity,39.02600000,0.156000,1.450,2.70000,,,3350.00,,0.33,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600
GJ 667 C g,GJ 667 C,3,Radial Velocity,256.20000000,0.549000,1.990,4.60000,,,3350.00,,0.33,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600
GJ 674 b,GJ 674,1,Radial Velocity,4.69380000,0.039000,3.330,11.09000,,,3600.00,0.36,0.35,17h28m40.81s,262.1700476,-46d53m56.34s,-46.8989826,4.5489600
GJ 676 A b,GJ 676 A,2,Radial Velocity,1056.80005000,1.820000,12.700,2129.46100,,,3734.00,0.69,0.73,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272000
GJ 676 A c,GJ 676 A,2,Radial Velocity,7337.00000000,6.600000,12.700,2161.24400,,,4006.03,0.65,0.63,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272000
GJ 676 A d,GJ 676 A,2,Radial Velocity,3.60050000,0.041300,1.930,4.40000,,,4006.03,0.65,0.71,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272000
GJ 676 A e,GJ 676 A,2,Radial Velocity,35.39000000,0.187000,2.770,8.10000,,,4006.03,0.65,0.71,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272000
GJ 682 b,GJ 682,1,Radial Velocity,17.47800000,0.080000,1.930,4.40000,,,3028.00,0.30,0.27,17h37m02.65s,264.2610245,-44d19m23.71s,-44.3232519,5.0067100
GJ 682 c,GJ 682,1,Radial Velocity,57.32000000,0.176000,2.890,8.70000,,,3028.00,0.30,0.27,17h37m02.65s,264.2610245,-44d19m23.71s,-44.3232519,5.0067100
GJ 685 b,GJ 685,1,Radial Velocity,24.16000000,0.134400,2.950,9.00000,,,3816.00,0.54,0.55,17h35m35.05s,263.8960378,+61d40m45.65s,61.6793482,14.3155000
GJ 687 b,GJ 687,1,Radial Velocity,38.14200000,0.163000,4.320,17.20000,,,3413.00,0.42,0.40,17h36m25.00s,264.1041731,+68d20m01.23s,68.3336741,4.5493900
GJ 687 c,GJ 687,1,Radial Velocity,727.56200000,1.165000,4.140,16.00000,,,3413.00,0.42,0.40,17h36m25.00s,264.1041731,+68d20m01.23s,68.3336741,4.5493900
GJ 740 b,GJ 740,1,Radial Velocity,2.37756000,0.029000,1.530,2.96000,79.00,829,3913.00,0.56,0.58,18h57m59.93s,284.4997178,+05d54m10.32s,5.9028670,11.1017000
GJ 832 b,GJ 832,1,Radial Velocity,3657.00000000,3.560000,14.000,216.00000,,,3472.00,0.44,0.45,21h33m33.90s,323.3912616,-49d00m45.06s,-49.0125169,4.9643500
GJ 832 c,GJ 832,1,Radial Velocity,35.68000000,0.163000,2.180,5.40000,,,3472.00,0.44,0.45,21h33m33.90s,323.3912616,-49d00m45.06s,-49.0125169,4.9643500
GJ 849 b,GJ 849,1,Radial Velocity,1882.00000000,2.350000,13.800,317.83000,,,3241.00,0.53,0.65,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.8005800
GJ 86 b,GJ 86,2,Radial Velocity,15.76491000,0.110000,12.900,1404.80860,,,5182.00,0.77,0.93,02h10m29.39s,32.6224785,-50d49m15.58s,-50.8209945,10.7836000
GJ 876 b,GJ 876,1,Radial Velocity,61.11660000,0.208317,13.300,723.22350,,,3271.00,0.30,0.32,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700
GJ 876 c,GJ 876,1,Radial Velocity,30.08810000,0.129590,14.000,226.98460,,,3271.00,0.30,0.32,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700
GJ 876 d,GJ 876,1,Radial Velocity,1.93778000,0.020807,2.510,6.83000,,,3271.00,0.30,0.32,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700
GJ 876 e,GJ 876,1,Radial Velocity,124.26000000,0.334300,3.920,14.60000,,,3271.00,0.30,0.32,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700
GJ 887 b,GJ 887,1,Radial Velocity,9.26200000,0.068000,1.880,4.20000,7.95,468,3688.00,0.47,0.49,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.2900000
GJ 887 c,GJ 887,1,Radial Velocity,21.78900000,0.120000,2.670,7.60000,2.56,352,3688.00,0.47,0.49,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.2900000
GJ 9066 b,GJ 9066,1,Radial Velocity,241.88300000,0.403000,6.100,30.90000,,,3305.00,0.18,0.15,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.4710000
GJ 9066 c,GJ 9066,1,Radial Velocity,767.88700000,0.870000,10.000,71.60000,,,3305.00,0.18,0.15,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.4710000
GJ 96 b,GJ 96,1,Radial Velocity,73.94000000,0.291000,4.670,19.66000,,,3785.00,0.58,0.60,02h22m14.98s,35.5624031,+47d52m48.75s,47.8802075,11.9315000
GJ 9827 b,GJ 9827,1,Transit,1.20898190,0.018800,1.577,4.91000,315.00,1044,4340.00,0.60,0.61,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000
GJ 9827 c,GJ 9827,1,Transit,3.64809570,0.039250,1.241,0.84000,72.00,722,4340.00,0.60,0.61,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000
GJ 9827 d,GJ 9827,1,Transit,6.20146980,0.055910,2.022,4.04000,35.60,605,4340.00,0.60,0.61,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000
GQ Lup b,GQ Lup,1,Imaging,,100.000000,33.600,6356.00000,,2650,4360.00,1.94,0.70,15h49m12.09s,237.3003643,-35d39m05.42s,-35.6515055,151.1690000
GSC 06214-00210 b,GSC 06214-00210,1,Imaging,,300.000000,20.176,4258.70000,,2300,4200.00,0.90,0.60,16h21m54.65s,245.4776921,-20d43m09.62s,-20.7193398,108.5000000
GU Psc b,GU Psc,1,Imaging,,2000.000000,14.179,3591.30000,,1050,4031.81,0.45,0.33,01h12m35.16s,18.1464850,+17d03m54.01s,17.0650029,47.5501000
Gl 378 b,Gl 378,1,Radial Velocity,3.82200000,0.039435,3.660,13.02000,,830,3879.00,0.56,0.56,10h02m20.77s,150.5865513,+48d04m56.83s,48.0824515,14.9545000
Gl 49 b,Gl 49,2,Radial Velocity,13.85080000,0.090500,2.240,5.63000,,,3805.00,0.51,0.52,01h02m40.50s,15.6687321,+62d20m43.58s,62.3454386,9.8528000
Gl 686 b,Gl 686,1,Radial Velocity,15.53000000,0.091000,2.460,6.62400,,379,3656.00,0.43,0.43,17h37m54.36s,264.4764878,+18d35m45.42s,18.5959509,8.1572800
HAT-P-1 b,HAT-P-1,2,Transit,4.46529976,0.055610,14.785,166.86075,,1322,5980.00,1.17,1.15,22h57m46.89s,344.4453632,+38d40m29.71s,38.6749190,158.9790000
HAT-P-11 b,HAT-P-11,1,Transit,4.88780244,0.052540,4.360,26.69772,100.77,838,4780.00,0.68,0.81,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647000
